,CallOI,CallChnginOI,CallVolume,CallIV,CallLTP,CallNetChng,CallBidQty,CallBidPrice,CallAskPrice,CallAskQty,StrikePrice,PutBidQty,PutBidPrice,PutAskPrice,PutAskQty,PutNetChng,PutLTP,PutIV,PutVolume,PutChnginOI,PutOI,CurrentVal
0,-,-,-,-,-,-,480,3984.65,6265.00,480,27000.00,2400,0.50,-,-,-,-,-,-,-,-,31236.3
1,-,-,-,-,-,-,460,3889.65,6125.30,460,27100.00,-,-,-,-,-,-,-,-,-,-,31236.3
2,-,-,-,-,-,-,460,3801.35,5985.60,460,27200.00,-,-,-,-,-,-,-,-,-,-,31236.3
3,-,-,-,-,-,-,2460,3709.85,5845.85,460,27300.00,-,-,-,-,-,-,-,-,-,-,31236.3
4,-,-,-,-,-,-,460,2674.40,5706.20,460,27400.00,-,-,-,-,-,-,-,-,-,-,31236.3
5,320,20,1,72.09,3900.00,-,20,3731.25,3810.45,20,27500.00,900,1.00,3.85,100,-133.05,3.05,37.16,2,20,20,31236.3
6,-,-,-,-,-,-,460,2552.10,5426.90,460,27600.00,-,-,-,-,-,-,-,-,-,-,31236.3
7,-,-,-,-,-,-,460,2494.75,5287.25,460,27700.00,-,-,-,-,-,-,-,-,-,-,31236.3
8,-,-,-,-,-,-,460,3047.90,4965.65,460,27800.00,-,-,-,-,-,-,-,-,-,-,31236.3
9,-,-,-,-,-,-,460,2375.15,5008.05,460,27900.00,-,-,-,-,-,-,-,-,-,-,31236.3
10,-,-,-,-,-,-,40,3187.05,3385.00,100,28000.00,20,1.45,4.20,20,-,-,-,-,-,40,31236.3
11,-,-,-,-,-,-,460,2039.85,3608.55,460,28100.00,2000,0.10,-,-,-,-,-,-,-,-,31236.3
12,-,-,-,-,-,-,460,2195.80,4589.50,460,28200.00,2000,0.10,-,-,-,-,-,-,-,-,31236.3
13,-,-,-,-,-,-,440,2135.90,4450.20,440,28300.00,2000,0.10,-,-,-,-,-,-,-,-,31236.3
