,CallOI,CallChnginOI,CallVolume,CallIV,CallLTP,CallNetChng,CallBidQty,CallBidPrice,CallAskPrice,CallAskQty,StrikePrice,PutBidQty,PutBidPrice,PutAskPrice,PutAskQty,PutNetChng,PutLTP,PutIV,PutVolume,PutChnginOI,PutOI
0,-,-,-,-,-,-,500,11.00,-,-,15300.00,-,-,-,-,-,-,-,-,-,-
1,-,-,-,-,-,-,500,11.00,-,-,15400.00,-,-,-,-,-,-,-,-,-,-
2,-,-,-,-,-,-,500,12.00,-,-,15500.00,-,-,-,-,-,-,-,-,-,-
3,-,-,-,-,-,-,500,12.00,-,-,15600.00,-,-,59.95,50,-,-,-,-,-,-
4,-,-,-,-,-,-,500,12.00,-,-,15700.00,-,-,5.95,50,-,-,-,-,-,-
5,-,-,-,-,-,-,500,5.50,-,-,15800.00,-,-,8.00,500,-,-,-,-,-,-
6,-,-,-,-,-,-,500,1.00,149.90,200,15900.00,50,1.00,269.00,50,-,-,-,-,-,-
7,-,-,-,-,-,-,-,-,10.00,500,16000.00,50,7.00,-,-,-,-,-,-,-,-
8,-,-,-,-,-,-,-,-,-,-,16100.00,500,11.00,-,-,-,-,-,-,-,-
9,-,-,-,-,-,-,-,-,-,-,16200.00,500,11.00,-,-,-,-,-,-,-,-
10,-,-,-,-,-,-,-,-,-,-,16300.00,500,11.00,-,-,-,-,-,-,-,-
11,-,-,-,-,-,-,-,-,-,-,16500.00,50,7.50,-,-,-,-,-,-,-,-
