,CallOI,CallChnginOI,CallVolume,CallIV,CallLTP,CallNetChng,CallBidQty,CallBidPrice,CallAskPrice,CallAskQty,StrikePrice,PutBidQty,PutBidPrice,PutAskPrice,PutAskQty,PutNetChng,PutLTP,PutIV,PutVolume,PutChnginOI,PutOI,CurrentVal
0,-,-,-,-,-,-,-,-,-,-,80.00,-,-,2.00,4500,-,-,-,-,-,-,133.65
1,9000,-,-,-,-,-,9000,47.00,72.80,4500,85.00,-,-,1.20,4500,-,-,-,-,-,-,133.65
2,81000,-9000,3,73.23,44.00,-8.70,4500,40.00,67.60,4500,90.00,4500,0.05,0.50,18000,-,-,-,-,-,-,133.65
3,-,-,-,-,-,-,-,-,-,-,95.00,-,-,1.20,4500,-,-,-,-,-,-,133.65
4,27000,-4500,3,-,34.00,-2.00,-,-,34.40,9000,100.00,4500,0.15,0.55,9000,-,-,-,-,-,103500,133.65
5,-,-,-,-,-,-,-,-,-,-,105.00,13500,0.15,0.80,9000,-,-,-,-,-,-,133.65
6,-,-,-,-,-,-,90000,22.45,26.05,90000,110.00,4500,0.40,0.85,13500,-,-,-,-,-,9000,133.65
7,-,-,-,-,-,-,90000,17.55,21.95,22500,115.00,4500,0.60,0.80,4500,0.20,0.75,56.74,4,4500,27000,133.65
8,4500,-,-,-,-,-,4500,14.65,15.35,4500,120.00,13500,1.25,1.35,18000,0.45,1.35,54.35,96,49500,477000,133.65
9,63000,-,-,-,-,-,9000,10.55,11.25,9000,125.00,9000,2.15,2.25,13500,0.70,2.20,50.70,50,31500,184500,133.65
10,117000,22500,19,43.73,7.30,-3.65,13500,7.15,7.50,4500,130.00,9000,3.60,3.75,9000,1.25,3.70,48.89,215,-9000,760500,133.65
11,229500,135000,100,43.81,4.65,-2.95,4500,4.55,4.75,4500,135.00,9000,5.80,5.90,4500,1.80,5.80,46.65,150,36000,351000,133.65
12,526500,72000,165,43.28,2.70,-2.30,9000,2.70,2.75,4500,140.00,4500,8.75,8.95,4500,2.70,8.80,46.10,31,-9000,427500,133.65
13,648000,13500,210,44.74,1.60,-1.45,18000,1.50,1.60,18000,145.00,18000,12.35,12.95,4500,2.80,12.00,40.23,1,-,103500,133.65
14,1093500,-54000,138,44.93,0.85,-0.95,36000,0.80,0.90,27000,150.00,27000,16.65,17.30,4500,-,-,-,-,-,108000,133.65
15,585000,-36000,52,44.46,0.40,-0.55,13500,0.40,0.45,36000,155.00,9000,21.20,22.10,58500,-,-,-,-,-,67500,133.65
16,517500,-36000,32,48.78,0.30,-0.25,27000,0.25,0.30,18000,160.00,36000,25.95,26.75,9000,9.00,25.20,-,1,-,94500,133.65
17,463500,-9000,21,51.45,0.20,-0.10,4500,0.15,0.20,4500,165.00,27000,30.50,31.75,18000,-,-,-,-,-,22500,133.65
18,400500,13500,8,54.78,0.15,-0.10,9000,0.10,0.15,4500,170.00,13500,34.55,37.15,4500,4.00,36.00,63.08,3,13500,63000,133.65
19,27000,-,-,-,-,-,63000,0.05,0.15,18000,175.00,4500,37.80,42.60,4500,-,-,-,-,-,31500,133.65
20,238500,4500,2,56.53,0.05,-0.05,9000,0.05,0.10,13500,180.00,31500,45.25,46.60,27000,1.50,45.50,-,3,4500,193500,133.65
21,-,-,-,-,-,-,-,-,0.20,31500,185.00,-,-,-,-,-,-,-,-,-,9000,133.65
22,22500,-,-,-,-,-,-,-,0.10,18000,190.00,-,-,68.90,4500,-,-,-,-,-,13500,133.65
23,-,-,-,-,-,-,-,-,0.20,4500,195.00,-,-,-,-,-,-,-,-,-,40500,133.65
