,CallOI,CallChnginOI,CallVolume,CallIV,CallLTP,CallNetChng,CallBidQty,CallBidPrice,CallAskPrice,CallAskQty,StrikePrice,PutBidQty,PutBidPrice,PutAskPrice,PutAskQty,PutNetChng,PutLTP,PutIV,PutVolume,PutChnginOI,PutOI,CurrentVal
0,29000,-,-,-,-,-,1000,302.25,308.95,5500,980.00,1000,0.10,0.80,500,-,-,-,-,-,4500,1284.65
1,27500,-,-,-,-,-,5000,280.60,290.50,3500,1000.00,5500,0.15,0.55,500,-,-,-,-,-,22000,1284.65
2,500,-,-,-,-,-,2000,261.40,272.90,2000,1020.00,1000,0.10,2.00,500,-,-,-,-,-,-,1284.65
3,-,-,-,-,-,-,2000,240.60,250.75,2000,1040.00,500,0.15,2.00,500,-,-,-,-,-,500,1284.65
4,-,-,-,-,-,-,2000,220.70,231.30,2000,1060.00,500,0.20,1.90,1000,-,-,-,-,-,500,1284.65
5,500,-,-,-,-,-,2000,200.75,211.40,2000,1080.00,2500,0.25,1.90,1000,-,-,-,-,-,-,1284.65
6,15500,-,1,-,183.00,9.00,500,183.15,187.60,1500,1100.00,1000,0.55,0.85,1000,0.40,1.15,53.84,1,-500,74000,1284.65
7,-,-,-,-,-,-,500,164.10,168.95,500,1120.00,3000,0.65,1.00,500,-,-,-,-,-,3000,1284.65
8,5500,-,-,-,-,-,500,144.40,149.35,500,1140.00,1000,0.70,0.95,1000,-,-,-,-,-,83000,1284.65
9,500,-,-,-,-,-,500,124.80,128.55,1000,1160.00,1000,0.80,0.95,1000,-0.45,0.80,36.00,9,-2000,181000,1284.65
10,2500,-,-,-,-,-,500,106.10,108.80,500,1180.00,2500,1.75,1.80,500,-0.70,1.80,36.23,66,-12500,202500,1284.65
11,44000,-1500,11,-,88.00,5.70,2000,87.65,89.95,1000,1200.00,2500,3.05,3.20,4500,-0.90,3.15,35.20,268,5000,656500,1284.65
12,15500,500,2,-,66.65,3.25,1000,70.45,71.75,1500,1220.00,2500,5.15,5.25,2500,-1.70,5.10,33.93,333,13000,391500,1284.65
13,70000,-5500,22,27.32,55.25,6.30,500,54.05,55.35,1500,1240.00,500,8.40,8.45,500,-2.80,8.35,33.01,603,30000,692500,1284.65
14,277000,-15000,131,26.37,39.85,4.70,1000,39.60,40.10,500,1260.00,1000,13.55,13.65,500,-4.30,13.45,32.11,826,18000,619500,1284.65
15,844000,-71000,1067,27.91,28.05,3.55,1500,27.75,27.95,1000,1280.00,1500,21.10,21.30,3000,-5.65,21.05,32.21,815,23000,488500,1284.65
16,2159500,27000,1831,28.88,18.40,2.35,1500,18.25,18.40,7000,1300.00,1000,31.20,31.55,1000,-6.80,31.30,31.20,172,-17000,400500,1284.65
17,1044000,8500,1103,28.46,11.45,1.55,3500,11.30,11.45,2500,1320.00,500,43.35,44.35,1000,-8.70,43.65,32.51,55,-8500,102500,1284.65
18,986500,4500,387,28.51,6.75,0.95,2000,6.65,6.80,2500,1340.00,500,58.85,59.95,1000,-8.40,60.25,35.10,4,500,60000,1284.65
19,613000,21500,196,29.16,3.80,0.45,1000,3.80,3.85,500,1360.00,500,75.00,77.30,500,-,-,-,-,-,64500,1284.65
20,315000,3000,48,30.31,2.35,0.30,3500,2.25,2.30,1000,1380.00,500,94.00,95.70,500,-,-,-,-,-,32000,1284.65
21,835000,1500,109,32.77,1.60,0.05,14500,1.60,1.65,7500,1400.00,500,113.40,116.60,1500,-7.85,115.15,44.51,6,-2000,77000,1284.65
22,93000,-1000,6,33.76,1.00,0.20,1000,0.85,1.05,1000,1420.00,500,131.25,135.05,500,-8.00,135.00,49.51,6,-1000,6000,1284.65
23,115500,-1000,9,34.68,0.60,-0.15,1000,0.60,0.65,16500,1440.00,500,151.85,155.15,1500,12.00,159.00,64.11,2,-,27000,1284.65
24,50000,-,2,40.45,0.85,0.25,1500,0.55,0.75,500,1460.00,1000,171.05,175.25,500,4.00,175.00,59.67,2,-,3000,1284.65
25,19000,-,-,-,-,-,1000,0.30,0.80,500,1480.00,1500,190.95,198.30,4000,-,-,-,-,-,2000,1284.65
26,308500,-1500,3,46.75,0.75,0.10,4500,0.50,0.75,2500,1500.00,500,209.70,214.35,1500,-2.00,216.00,72.12,3,-1000,65000,1284.65
27,2500,-,-,-,-,-,500,0.15,1.00,500,1520.00,3000,225.30,236.90,3000,-,-,-,-,-,5000,1284.65
28,500,-,-,-,-,-,1000,0.05,0.60,500,1540.00,3000,247.10,256.60,3000,-,-,-,-,-,14000,1284.65
29,28000,-,-,-,-,-,-,-,1.00,500,1560.00,3000,267.05,276.60,3000,-,-,-,-,-,2000,1284.65
30,17500,-,-,-,-,-,-,-,0.35,500,1580.00,3000,286.95,298.10,3000,-,-,-,-,-,-,1284.65
31,126000,-,-,-,-,-,-,-,0.20,1000,1600.00,5500,308.80,313.65,500,-,-,-,-,-,39500,1284.65
