,CallOI,CallChnginOI,CallVolume,CallIV,CallLTP,CallNetChng,CallBidQty,CallBidPrice,CallAskPrice,CallAskQty,StrikePrice,PutBidQty,PutBidPrice,PutAskPrice,PutAskQty,PutNetChng,PutLTP,PutIV,PutVolume,PutChnginOI,PutOI
0,20625,-75,2,-,1868.00,5.10,75,1877.20,1886.15,75,9300.00,75,12.00,12.35,225,1.25,12.20,51.20,140,750,95925
1,-,-,-,-,-,-,75,1710.90,2085.10,75,9350.00,1800,3.05,-,-,-,-,-,-,-,-
2,1500,-,-,-,-,-,75,1778.95,1791.35,75,9400.00,75,13.75,15.30,75,0.90,14.45,50.21,70,3825,11250
3,-,-,-,-,-,-,375,1618.75,1978.00,4950,9450.00,1800,3.05,-,-,-,-,-,-,-,-
4,744900,-13725,752,-,1677.95,5.20,225,1692.90,1698.25,75,9500.00,75,18.00,18.05,150,1.50,18.05,49.71,2347,54975,500925
5,-,-,-,-,-,-,375,1525.75,1835.55,4950,9550.00,13575,3.05,-,-,-,-,-,-,-,-
6,67950,-,1,-,1575.00,-22.45,75,1587.70,1597.90,75,9600.00,225,19.55,20.55,75,0.70,20.45,48.34,855,18825,51600
7,-,-,-,-,-,-,375,1432.70,1722.30,4950,9650.00,17775,3.05,-,-,-,-,-,-,-,-
8,147225,-1650,447,-,1497.90,21.95,1800,1497.75,1499.70,75,9700.00,150,23.95,24.15,75,0.25,24.10,47.28,590,-1050,131400
9,-,-,-,-,-,-,1200,1340.35,1631.95,4950,9750.00,17775,3.05,-,-,-,-,-,-,-,-
10,26550,-75,13,27.73,1412.95,-60.90,150,1397.25,1403.70,75,9800.00,150,28.60,28.80,75,-0.65,28.55,46.34,1044,-900,94950
11,-,-,-,-,-,-,1200,1247.25,1521.90,4950,9850.00,17775,3.05,-,-,-,-,-,-,-,-
12,13350,-,5,-,1291.90,-20.50,75,1302.80,1310.25,75,9900.00,150,34.50,34.75,75,-0.60,34.75,45.66,946,3150,60450
13,-,-,-,-,-,-,1200,1154.50,1416.55,4950,9950.00,22875,3.05,-,-,-,-,-,-,-,-
14,580500,-5400,255,21.68,1217.50,8.15,75,1214.55,1221.95,75,10000.00,75,41.45,41.60,75,-1.05,41.60,44.91,5011,44325,1277400
15,-,-,-,-,-,-,1200,1060.70,1319.90,3000,10050.00,35775,3.05,-,-,-,-,-,-,-,-
16,1200,-,2,32.78,1127.50,37.50,75,1117.65,1131.80,75,10100.00,150,48.80,49.05,150,-1.95,48.90,43.93,2240,15675,189375
17,-,-,-,-,-,-,1200,968.70,1228.90,3000,10150.00,38775,3.05,-,-,-,-,-,-,-,-
18,7275,75,8,21.25,1015.00,-85.00,75,1029.50,1036.25,75,10200.00,225,57.75,57.95,600,-3.15,57.90,43.03,3517,62250,336825
19,-,-,-,-,-,-,1200,875.90,1128.60,4950,10250.00,35700,3.10,-,-,-,-,-,-,-,-
20,18450,-,9,32.24,941.25,-8.65,75,942.30,949.50,75,10300.00,75,70.05,70.15,150,-3.90,70.00,42.47,3940,105450,482925
21,-,-,-,-,-,-,1200,782.15,1040.95,4950,10350.00,35700,3.30,-,-,-,-,-,-,-,-
22,31275,-75,2,35.09,864.70,14.95,75,853.00,858.80,75,10400.00,225,80.95,81.25,75,-6.40,81.00,41.29,2758,7950,440175
23,825,-,-,-,-,-,1200,706.05,930.65,4950,10450.00,39675,4.00,-,-,-,-,-,-,-,-
24,256200,-6600,243,33.11,773.00,2.15,225,775.25,780.55,75,10500.00,225,96.80,97.10,75,-9.15,96.85,40.63,10592,95325,1856025
25,75,-,-,-,-,-,1200,591.60,843.05,4950,10550.00,34575,9.75,-,-,-,-,-,-,-,-
26,53700,-825,44,31.91,682.30,-7.50,600,686.55,696.15,300,10600.00,300,114.00,114.75,75,-10.55,113.85,39.72,3619,9450,497325
27,225,-,-,-,-,-,1200,479.15,783.40,4950,10650.00,36300,21.45,-,-,-,-,-,-,-,375
28,127875,-1350,44,33.14,611.80,1.60,75,613.85,617.35,75,10700.00,75,135.45,135.80,75,-11.15,135.00,39.10,2822,-13875,448500
