,CallOI,CallChnginOI,CallVolume,CallIV,CallLTP,CallNetChng,CallBidQty,CallBidPrice,CallAskPrice,CallAskQty,StrikePrice,PutBidQty,PutBidPrice,PutAskPrice,PutAskQty,PutNetChng,PutLTP,PutIV,PutVolume,PutChnginOI,PutOI,CurrentVal
0,20700,-225,28,107.83,2515.00,-2.20,75,2465.15,2482.10,75,9300.00,75,6.10,6.40,1275,1.70,6.40,73.25,577,12975,192300,11734.15
1,-,-,-,-,-,-,75,2259.00,2692.65,75,9350.00,4500,3.05,-,-,-,-,-,-,-,-,11734.15
2,1425,-,3,-,2347.05,-14.20,150,2364.30,2382.00,75,9400.00,75,6.55,7.50,525,1.85,7.40,71.14,85,1875,20700,11734.15
3,-,-,-,-,-,-,375,2167.50,2593.85,4950,9450.00,4500,3.05,-,-,-,-,-,-,-,-,11734.15
4,628950,-675,1234,87.88,2292.65,81.55,75,2286.15,2291.30,75,9500.00,300,8.50,8.70,150,2.25,8.50,70.93,4064,79425,573900,11734.15
5,-,-,-,-,-,-,375,2074.75,2482.50,4950,9550.00,4500,3.05,-,-,-,-,-,-,-,-,11734.15
6,68175,-225,5,81.72,2188.45,41.45,75,2169.30,2186.60,75,9600.00,75,8.65,9.90,225,2.45,9.20,68.12,270,-750,34350,11734.15
7,-,-,-,-,-,-,375,1981.45,2371.50,4950,9650.00,4800,3.05,-,-,-,-,-,-,-,-,11734.15
8,118200,-5100,362,-,2057.55,50.35,75,2073.80,2083.05,150,9700.00,75,9.25,9.70,75,3.50,9.70,66.76,819,-1425,101775,11734.15
9,-,-,-,-,-,-,375,1888.60,2259.75,4950,9750.00,4800,3.05,-,-,-,-,-,-,-,-,11734.15
10,37125,-75,4,64.54,1975.35,68.65,75,1970.90,1980.95,75,9800.00,150,9.70,10.00,75,3.20,10.45,64.14,1272,-2625,94725,11734.15
11,-,-,-,-,-,-,375,1795.75,2149.05,4950,9850.00,9750,3.05,-,-,-,-,-,-,-,-,11734.15
12,28575,-,1,56.17,1870.85,66.00,75,1872.80,1882.10,525,9900.00,150,11.05,11.65,75,2.55,11.10,62.29,910,-17100,74475,11734.15
