,CallOI,CallChnginOI,CallVolume,CallIV,CallLTP,CallNetChng,CallBidQty,CallBidPrice,CallAskPrice,CallAskQty,StrikePrice,PutBidQty,PutBidPrice,PutAskPrice,PutAskQty,PutNetChng,PutLTP,PutIV,PutVolume,PutChnginOI,PutOI,CurrentVal
0,-,-,-,-,-,-,75,1346.90,1467.00,1125,9750.00,150,0.25,0.45,150,0.55,0.80,57.69,38,-750,2100,11163.65
1,-,-,-,-,-,-,3000,1310.10,1573.50,4875,9800.00,150,0.20,0.40,300,0.30,0.35,51.25,604,300,300,11163.65
2,-,-,-,-,-,-,1125,1074.65,1469.95,1125,9850.00,600,0.05,0.95,300,-,-,-,-,-,-,11163.65
3,-,-,-,-,-,-,4875,1211.45,1460.15,4875,9900.00,675,0.05,0.80,1500,-,-,-,-,-,75,11163.65
4,-,-,-,-,-,-,4875,1003.80,1359.45,1125,9950.00,600,0.05,0.95,300,-,-,-,-,-,-,11163.65
5,675,-225,15,49.65,1170.00,-118.00,75,1153.10,1170.10,75,10000.00,300,0.40,0.50,150,-0.20,0.40,44.58,257,-3600,174900,11163.65
6,-,-,-,-,-,-,75,1062.15,1155.65,75,10050.00,600,0.10,0.95,75,-0.15,0.60,44.59,7,-150,450,11163.65
7,-,-,-,-,-,-,75,1011.25,1105.65,75,10100.00,900,0.15,0.70,75,-,0.50,41.89,3,-,975,11163.65
8,-,-,-,-,-,-,4950,990.30,1039.40,4950,10150.00,975,0.10,1.00,75,-0.95,0.05,32.59,2,75,975,11163.65
9,-,-,-,-,-,-,4950,936.75,985.70,4950,10200.00,3000,0.10,0.80,4500,-,-,-,-,-,-,11163.65
10,750,750,25,70.48,947.35,-625.50,375,908.95,922.00,75,10250.00,75,0.30,0.45,225,-0.25,0.20,33.15,46,75,4125,11163.65
11,-,-,-,-,-,-,4950,848.45,897.50,1125,10300.00,600,0.15,0.80,4425,-0.20,0.50,34.48,27,75,75,11163.65
12,-,-,-,-,-,-,4950,798.60,847.60,1125,10350.00,-,-,1.10,150,-,-,-,-,-,-,11163.65
13,150,-,-,-,-,-,4950,743.60,772.00,75,10400.00,225,0.25,0.70,75,-0.30,0.65,31.70,3,75,1050,11163.65
14,-,-,-,-,-,-,75,703.85,730.95,4950,10450.00,1875,0.20,0.95,300,-,-,-,-,-,-,11163.65
15,-,-,-,-,-,-,75,631.90,680.55,75,10500.00,1875,0.85,0.95,3225,-0.20,0.85,28.82,534,-2475,167775,11163.65
16,-,-,-,-,-,-,75,605.35,630.80,4950,10550.00,3000,0.30,1.00,525,-,-,-,-,-,-,11163.65
17,-,-,-,-,-,-,75,556.90,581.95,4950,10600.00,150,1.15,1.25,225,-,1.20,25.60,737,15075,61500,11163.65
18,-,-,-,-,-,-,4950,500.75,549.30,1125,10650.00,225,0.70,1.45,75,-67.15,0.55,21.73,12,450,450,11163.65
19,-,-,-,-,-,-,75,456.60,473.05,4950,10700.00,3000,1.35,1.45,375,-,1.40,22.35,1905,37050,207300,11163.65
20,-,-,-,-,-,-,75,385.90,433.70,75,10750.00,75,1.75,2.35,75,0.15,1.70,20.98,178,2325,6375,11163.65
21,450,225,7,-,366.65,-131.05,75,359.80,374.65,75,10800.00,975,2.60,2.65,975,0.70,2.65,20.33,10837,62025,353100,11163.65
22,-,-,-,-,-,-,75,298.70,340.35,75,10850.00,1500,3.45,3.65,600,1.10,3.65,19.07,2453,25275,123375,11163.65
23,2700,2550,37,-,263.60,-81.75,75,266.60,272.65,75,10900.00,150,5.45,5.50,75,2.35,5.50,18.24,24707,82050,419475,11163.65
24,-,-,-,-,-,-,75,194.50,236.85,75,10950.00,1125,8.25,8.40,825,4.40,8.35,17.38,14544,85125,206400,11163.65
25,69975,46350,1784,15.10,181.95,-122.75,150,180.15,181.45,150,11000.00,525,13.65,13.75,750,7.45,13.65,16.78,85641,62925,1246650,11163.65
26,9825,9825,172,15.14,138.40,-761.50,225,139.45,140.15,75,11050.00,450,20.55,20.65,300,12.40,20.65,15.85,31432,189000,377100,11163.65
27,341775,287250,13320,14.62,102.50,-107.65,75,102.00,102.60,75,11100.00,300,33.60,33.75,225,21.85,33.70,15.55,122923,448050,1472550,11163.65
28,259875,240450,9716,14.61,71.30,-94.90,525,71.00,71.30,375,11150.00,1575,50.20,50.50,300,33.60,50.50,14.95,104556,264750,918000,11163.65
29,1689900,1419000,106206,15.00,48.50,-76.15,75,48.55,48.70,900,11200.00,300,74.40,74.75,75,47.55,74.50,14.81,230901,-471000,1688250,11163.65
30,1619175,1324575,104365,15.19,30.40,-58.65,375,30.20,30.30,750,11250.00,75,105.25,105.75,150,65.15,105.65,14.30,96599,-110325,683400,11163.65
31,4460025,2815125,252404,15.55,18.80,-42.35,2925,18.80,18.95,2325,11300.00,225,143.10,143.60,150,80.60,143.10,14.62,116843,-298950,843150,11163.65
32,1570875,438300,124699,15.59,10.55,-27.40,3225,10.55,10.65,975,11350.00,75,183.25,184.70,75,95.45,183.15,13.08,11878,15675,106425,11163.65
33,3087000,1228500,176061,16.02,6.15,-16.55,1875,6.15,6.20,4800,11400.00,75,229.15,229.80,75,107.65,229.00,11.41,22559,-35625,235425,11163.65
34,894075,313050,54960,16.21,3.25,-8.35,3075,3.25,3.30,2925,11450.00,75,275.20,276.95,75,122.95,276.50,-,709,11400,27600,11163.65
35,2066625,635025,104529,17.10,2.05,-4.35,13500,2.05,2.10,55575,11500.00,150,322.00,324.90,150,123.20,320.75,-,2529,17550,141975,11163.65
36,244575,6150,18153,17.53,1.15,-2.00,7500,1.15,1.20,5475,11550.00,150,371.00,384.70,75,125.00,366.05,-,49,225,5700,11163.65
37,767175,-85800,33460,18.79,0.90,-1.10,24750,0.85,0.90,25650,11600.00,75,417.85,424.95,150,136.10,429.05,-,212,450,46575,11163.65
38,181425,-4050,2834,20.31,0.80,-0.65,11475,0.75,0.80,1800,11650.00,75,467.75,493.45,75,90.30,426.30,-,31,-225,4650,11163.65
39,451875,-19725,6236,21.09,0.50,-0.40,14925,0.50,0.55,1650,11700.00,75,516.60,531.15,75,124.05,512.70,-,68,-300,7050,11163.65
40,36300,1575,191,22.26,0.40,-0.40,825,0.40,0.45,150,11750.00,75,566.40,593.45,75,-,-,-,-,-,450,11163.65
41,386250,-36375,3616,23.90,0.45,-0.35,16425,0.40,0.45,8775,11800.00,75,616.40,623.45,75,128.05,619.50,-,13,225,5025,11163.65
42,15375,150,23,25.52,0.45,-0.35,1800,0.35,0.45,3225,11850.00,75,667.35,690.90,75,-,-,-,-,-,600,11163.65
43,216600,2250,538,26.79,0.35,-0.35,4425,0.35,0.40,15825,11900.00,75,716.35,723.00,150,97.90,723.35,-,6,75,4725,11163.65
44,-,-,-,-,-,-,150,0.10,1.45,300,11950.00,1050,743.40,792.50,4950,-,-,-,-,-,-,11163.65
45,356700,11550,1544,29.50,0.35,-0.25,16350,0.30,0.35,3375,12000.00,75,816.50,822.45,150,132.65,814.80,-,10,75,11625,11163.65
46,3450,-,1,28.61,0.15,-0.45,900,0.15,0.95,75,12050.00,75,867.25,893.25,75,-,-,-,-,-,-,11163.65
47,12300,1650,38,31.48,0.25,-0.30,150,0.30,0.40,375,12100.00,75,917.30,943.20,75,-,-,-,-,-,-,11163.65
48,-,-,-,-,-,-,4050,0.05,1.30,150,12150.00,1050,951.85,1000.85,4950,-,-,-,-,-,-,11163.65
49,3300,150,12,36.84,0.50,-0.15,675,0.30,0.45,450,12200.00,75,1018.00,1048.45,75,-,-,-,-,-,225,11163.65
50,4050,3375,96,33.04,0.10,-,2625,0.10,0.50,75,12250.00,75,1068.00,1092.00,75,15.15,975.15,-,2,-,150,11163.65
51,1875,-,1,35.57,0.15,-0.20,3225,0.15,0.70,525,12300.00,1050,1107.85,1145.75,75,-,-,-,-,-,-,11163.65
52,-,-,-,-,-,-,150,0.10,1.25,225,12350.00,1050,1147.75,1196.75,4950,-,-,-,-,-,-,11163.65
53,-,-,-,-,-,-,1500,0.15,0.80,4950,12400.00,975,1194.45,1243.65,4950,-,-,-,-,-,-,11163.65
54,-,-,-,-,-,-,-,-,1.45,300,12450.00,975,1241.95,1292.15,4950,-,-,-,-,-,-,11163.65
55,107775,75,29,42.82,0.30,-0.15,11475,0.20,0.30,21750,12500.00,975,1300.35,1342.15,75,-,-,-,-,-,-,11163.65
56,-,-,-,-,-,-,-,-,1.45,300,12550.00,975,1338.70,1391.90,4950,-,-,-,-,-,-,11163.65
57,75,-,-,-,-,-,3600,0.10,0.60,4950,12600.00,975,1347.20,1469.90,3000,-,-,-,-,-,75,11163.65
58,-,-,-,-,-,-,-,-,1.45,225,12650.00,4875,1205.65,1722.15,975,-,-,-,-,-,-,11163.65
59,-,-,-,-,-,-,2100,0.10,0.60,4950,12700.00,975,1442.25,1569.90,3000,-,-,-,-,-,-,11163.65
60,-,-,-,-,-,-,-,-,0.90,1500,12750.00,975,1487.45,1793.45,975,-,-,-,-,-,-,11163.65
61,-,-,-,-,-,-,3000,0.05,0.60,4950,12800.00,975,1537.20,1669.90,3000,-,-,-,-,-,-,11163.65
62,-,-,-,-,-,-,-,-,1.20,4500,12850.00,4875,1385.65,1922.75,975,-,-,-,-,-,-,11163.65
63,75,-,-,-,-,-,600,0.10,0.60,4950,12900.00,4875,1531.65,1769.90,3000,-,-,-,-,-,-,11163.65
64,-,-,-,-,-,-,-,-,1.35,1500,12950.00,4875,1476.05,1994.15,975,-,-,-,-,-,-,11163.65
65,26700,6375,490,55.07,0.20,-0.05,16950,0.10,0.20,5025,13000.00,975,1772.45,1869.85,75,-,-,-,-,-,-,11163.65
66,3075,3075,76,64.50,0.85,-81.85,525,0.15,0.80,75,13050.00,4875,1666.50,2129.45,975,-,-,-,-,-,-,11163.65
67,-,-,-,-,-,-,3000,0.05,0.60,4950,13100.00,975,1821.90,1969.90,3000,-,-,-,-,-,-,11163.65
68,-,-,-,-,-,-,-,-,1.30,3000,13150.00,4875,1664.50,2221.95,975,-,-,-,-,-,-,11163.65
69,-,-,-,-,-,-,3000,0.05,0.60,4950,13200.00,975,1917.20,2069.90,3000,-,-,-,-,-,-,11163.65
70,-,-,-,-,-,-,600,0.05,1.50,1500,13250.00,4875,1754.45,2317.85,975,-,-,-,-,-,-,11163.65
71,-,-,-,-,-,-,3000,0.05,0.60,4950,13300.00,975,2012.25,2169.90,3000,-,-,-,-,-,-,11163.65
72,1500,-,-,-,-,-,600,0.05,1.25,300,13350.00,75,2122.25,2290.25,75,-,-,-,-,-,-,11163.65
73,-,-,-,-,-,-,3000,0.05,0.60,4950,13400.00,900,2107.20,2269.90,3000,-,-,-,-,-,-,11163.65
74,-,-,-,-,-,-,4500,0.05,1.30,4500,13450.00,4875,1934.15,2379.90,4875,-,-,-,-,-,-,11163.65
75,4425,-75,7,63.85,0.10,-0.10,150,0.15,0.40,600,13500.00,900,2251.15,2369.85,75,-,-,-,-,-,-,11163.65
76,-,-,15011,72.80,0.40,-47.15,450,0.20,0.80,4950,13550.00,900,2214.85,2492.95,4875,-,-,-,-,-,-,11163.65
77,-,-,-,-,-,-,600,0.05,0.60,4950,13600.00,4875,2070.40,2469.95,3000,-,-,-,-,-,-,11163.65
