,CallOI,CallChnginOI,CallVolume,CallIV,CallLTP,CallNetChng,CallBidQty,CallBidPrice,CallAskPrice,CallAskQty,StrikePrice,PutBidQty,PutBidPrice,PutAskPrice,PutAskQty,PutNetChng,PutLTP,PutIV,PutVolume,PutChnginOI,PutOI,CurrentVal
0,-,-,-,-,-,-,750,269.80,281.50,750,1080.00,-,-,3.00,750,-,-,-,-,-,-,1357.25
1,-,-,-,-,-,-,750,250.50,261.50,750,1100.00,-,-,2.70,750,-,-,-,-,-,-,1357.25
2,-,-,-,-,-,-,1500,230.55,241.50,1500,1120.00,-,-,1.70,750,-,-,-,-,-,-,1357.25
3,375,-,-,-,-,-,2250,210.55,221.45,2250,1140.00,-,-,1.70,750,-,-,-,-,-,-,1357.25
4,-,-,-,-,-,-,1500,188.40,200.60,1500,1160.00,-,-,1.70,750,-,-,-,-,-,-,1357.25
5,-,-,-,-,-,-,1500,169.95,181.45,1500,1180.00,375,0.05,1.50,375,-,-,-,-,-,-,1357.25
6,-,-,-,-,-,-,1875,151.80,159.95,375,1200.00,750,0.30,0.50,750,-0.05,0.50,79.02,14,-3375,23625,1357.25
7,-,-375,1,98.05,138.75,74.75,5250,129.95,140.55,3375,1220.00,375,0.15,0.65,750,-0.35,0.20,61.38,54,-9000,10500,1357.25
8,-,-,-,-,-,-,1875,114.40,119.75,375,1240.00,375,0.50,0.75,375,-0.40,0.65,63.11,47,-2250,21750,1357.25
9,375,-,-,-,-,-,375,94.85,98.05,375,1260.00,3000,0.55,0.85,375,-0.70,0.70,54.20,96,1500,88500,1357.25
10,12375,-3750,18,92.18,85.75,30.45,375,74.65,81.20,375,1280.00,375,0.50,0.60,1500,-2.10,0.40,42.50,231,-32250,78375,1357.25
11,41250,-13125,109,-,55.05,17.65,375,55.55,60.30,375,1300.00,3000,1.30,1.45,750,-3.75,1.45,40.48,774,-4125,184875,1357.25
12,84000,-30375,258,19.30,37.80,14.30,375,37.00,39.65,375,1320.00,1875,2.15,2.40,2250,-7.80,2.40,34.52,1167,34125,106875,1357.25
13,69375,-93375,1338,27.36,22.00,8.80,375,21.25,24.50,2250,1340.00,1500,5.85,5.95,375,-13.30,5.90,33.23,2518,68625,141000,1357.25
14,217125,18750,4044,31.16,11.50,4.90,1125,11.55,11.75,1125,1360.00,1500,13.30,13.80,375,-16.85,14.50,32.41,1879,60750,136500,1357.25
15,269250,83250,5141,33.56,5.35,2.20,1500,5.40,5.50,375,1380.00,375,25.65,28.15,375,-25.45,24.45,14.02,106,3375,37875,1357.25
16,472125,52500,4016,36.30,2.25,0.45,1875,2.30,2.50,3750,1400.00,375,41.85,47.30,375,-27.80,40.80,-,50,-9375,45000,1357.25
17,199125,4875,1082,40.48,1.20,-0.25,1125,1.20,1.35,1125,1420.00,375,61.00,64.45,375,-30.80,59.00,-,12,-2250,21750,1357.25
18,144000,-9750,515,45.62,0.85,-0.40,1125,0.75,0.80,3750,1440.00,375,73.40,85.00,375,-28.90,76.10,-,15,-4875,28500,1357.25
19,79875,-3000,107,54.63,0.70,-0.25,750,0.65,0.70,3375,1460.00,375,99.60,105.60,375,-26.00,97.00,-,13,-1875,20625,1357.25
20,62625,-1875,33,62.00,0.70,0.05,375,0.50,0.65,375,1480.00,375,120.00,125.70,375,-28.40,118.00,-,15,-4500,6375,1357.25
21,126750,-30750,130,68.07,0.60,-,750,0.45,0.55,3000,1500.00,375,140.15,146.10,1125,-22.75,144.00,72.35,11,-3750,28125,1357.25
22,12000,375,4,78.96,0.80,0.45,750,0.35,0.65,750,1520.00,375,160.00,169.25,1500,-,-,-,-,-,4125,1357.25
23,31875,-,3,73.34,0.25,-,375,0.15,0.40,375,1540.00,9375,153.40,205.40,9375,-,-,-,-,-,2625,1357.25
24,28875,-,1,89.66,0.60,-0.40,375,0.45,0.60,375,1560.00,1875,182.95,210.15,375,-,-,-,-,-,2625,1357.25
25,5625,-,-,-,-,-,375,0.25,0.65,375,1580.00,9375,189.35,244.50,9375,-,-,-,-,-,1125,1357.25
26,47625,-2250,9,94.17,0.30,0.05,2250,0.25,0.50,375,1600.00,2625,236.60,250.45,750,-39.00,225.00,-,3,-1125,22125,1357.25
27,33000,-,-,-,-,-,3750,0.20,0.70,750,1620.00,9375,219.35,285.10,9375,-,-,-,-,-,-,1357.25
28,1875,-,-,-,-,-,750,0.10,0.90,750,1640.00,9375,241.25,313.40,9375,-,-,-,-,-,-,1357.25
29,375,-,-,-,-,-,1500,0.05,1.20,750,1660.00,9375,264.85,337.40,9375,-,-,-,-,-,-,1357.25
30,-,-,-,-,-,-,1500,0.05,1.80,1500,1680.00,9375,281.30,361.25,9375,-,-,-,-,-,-,1357.25
31,16125,-750,2,109.90,0.10,-0.60,1500,0.10,0.45,375,1700.00,4125,336.85,350.10,3750,-37.30,339.70,-,7,-,39375,1357.25
32,-,-,-,-,-,-,-,-,1.00,750,1720.00,9375,317.00,402.35,9375,-,-,-,-,-,-,1357.25
33,-,-,-,-,-,-,-,-,1.00,750,1740.00,9375,334.10,434.15,9375,-,-,-,-,-,-,1357.25
34,-,-,-,-,-,-,-,-,-,-,1760.00,9375,349.75,459.05,9375,-,-,-,-,-,-,1357.25
35,-,-,-,-,-,-,-,-,-,-,1780.00,9375,367.45,480.55,9375,-,-,-,-,-,-,1357.25
36,1875,-,-,-,-,-,-,-,0.35,375,1800.00,2250,437.05,448.80,2250,-,-,-,-,-,3375,1357.25
