,CallOI,CallChnginOI,CallVolume,CallIV,CallLTP,CallNetChng,CallBidQty,CallBidPrice,CallAskPrice,CallAskQty,StrikePrice,PutBidQty,PutBidPrice,PutAskPrice,PutAskQty,PutNetChng,PutLTP,PutIV,PutVolume,PutChnginOI,PutOI,CurrentVal
0,-,-,-,-,-,-,-,-,-,-,1000.00,-,-,-,-,-,-,-,-,-,-,1301.8
1,-,-,-,-,-,-,-,-,-,-,1020.00,-,-,-,-,-,-,-,-,-,-,1301.8
2,-,-,-,-,-,-,-,-,-,-,1040.00,-,-,-,-,-,-,-,-,-,-,1301.8
3,-,-,-,-,-,-,-,-,-,-,1060.00,-,-,-,-,-,-,-,-,-,-,1301.8
4,-,-,-,-,-,-,-,-,-,-,1080.00,-,-,-,-,-,-,-,-,-,-,1301.8
5,1125,-,-,-,-,-,2250,196.35,207.30,2250,1100.00,750,0.30,1.00,375,-,-,-,-,-,2625,1301.8
6,-,-,-,-,-,-,-,-,-,-,1120.00,-,-,-,-,-,-,-,-,-,-,1301.8
7,-,-,-,-,-,-,3750,97.20,-,-,1140.00,-,-,-,-,-,-,-,-,-,-,1301.8
8,-,-,-,-,-,-,4500,136.95,149.65,4500,1160.00,375,0.60,2.50,750,-1.15,1.50,46.34,1,-,750,1301.8
9,-,-,-,-,-,-,4500,118.80,128.45,1500,1180.00,1500,0.50,2.70,375,-,-,-,-,-,3375,1301.8
10,-,-375,1,40.43,107.00,-114.55,3750,103.25,107.70,750,1200.00,2250,2.25,2.45,3000,-0.45,2.50,39.43,71,-2250,95625,1301.8
11,-,-,-,-,-,-,3750,83.45,88.65,375,1220.00,2250,3.15,3.60,4125,-1.05,3.35,36.00,78,15750,29250,1301.8
12,1500,-,6,43.20,74.20,2.25,375,67.85,69.30,375,1240.00,1125,4.90,5.10,4125,-1.30,5.00,33.66,234,-25500,71625,1301.8
13,2625,375,7,39.00,56.80,-6.60,750,51.00,52.85,375,1260.00,1500,8.30,8.55,1875,-1.50,8.65,32.78,493,-375,100125,1301.8
14,20625,1500,51,31.73,38.30,-3.25,1125,38.15,38.95,375,1280.00,375,13.90,14.10,2625,-1.55,14.10,32.38,1159,24375,215250,1301.8
15,183750,65250,1154,32.27,27.20,-1.25,750,27.00,27.30,375,1300.00,375,22.40,22.60,375,-1.50,22.35,32.59,1542,-5625,216750,1301.8
16,331500,76875,2567,32.72,18.45,-1.35,375,18.60,18.80,375,1320.00,375,33.60,34.25,375,-1.20,33.75,33.44,91,-1125,99750,1301.8
17,409125,70125,2316,33.63,12.30,-0.90,750,12.20,12.30,2625,1340.00,1125,46.35,47.70,375,-1.50,47.00,33.39,62,-1875,132750,1301.8
18,472875,12750,1041,34.90,8.15,-0.50,1125,8.00,8.20,1125,1360.00,375,62.30,63.60,750,0.35,62.90,33.70,19,-4875,102750,1301.8
19,361875,-1125,270,35.93,5.45,-0.20,2625,5.20,5.50,4875,1380.00,750,79.05,81.15,375,2.80,80.65,21.28,17,-1500,75375,1301.8
20,670500,11625,514,38.04,3.85,-0.15,3000,3.80,3.95,2250,1400.00,375,97.75,99.85,750,-1.75,98.05,34.82,11,-1500,136500,1301.8
21,254250,-750,182,40.55,2.90,0.10,3750,2.70,2.90,4875,1420.00,375,116.55,119.20,375,15.15,118.00,39.89,1,-,20250,1301.8
22,277500,-5625,102,42.76,2.20,-0.10,6000,2.10,2.30,7125,1440.00,375,134.60,140.15,750,-,-,-,-,-,37500,1301.8
23,274875,-19125,113,44.66,1.65,-0.35,2250,1.65,1.90,1875,1460.00,375,154.25,157.60,375,-,-,-,-,-,22875,1301.8
24,172500,-1125,22,47.76,1.45,-0.10,4125,1.40,1.70,375,1480.00,750,169.30,182.80,750,-,-,-,-,-,4500,1301.8
25,232500,-12750,46,49.78,1.15,-0.35,2250,1.10,1.45,375,1500.00,1125,190.20,197.30,375,-0.15,191.85,-,1,-,51750,1301.8
26,90000,-4125,17,53.62,1.10,-0.15,1875,1.10,1.60,750,1520.00,750,208.90,222.50,750,-,-,-,-,-,-,1301.8
27,72000,-8250,40,55.19,0.90,-0.50,375,0.85,1.00,750,1540.00,3000,230.00,242.25,2250,5.00,240.00,76.16,2,-,3750,1301.8
28,21750,-375,3,59.70,1.00,-,375,0.60,1.25,750,1560.00,-,-,-,-,-,-,-,-,-,2250,1301.8
29,375,-,-,-,-,-,-,-,2.45,375,1580.00,750,268.80,281.85,750,-,-,-,-,-,750,1301.8
30,13500,-,-,-,-,-,375,0.20,0.55,1125,1600.00,375,281.95,300.95,375,-,-,-,-,-,1125,1301.8
31,1125,-,-,-,-,-,-,-,2.45,375,1620.00,-,-,-,-,-,-,-,-,-,-,1301.8
32,-,-,-,-,-,-,-,-,2.45,375,1640.00,750,328.25,342.00,750,-,-,-,-,-,750,1301.8
33,3000,-,-,-,-,-,-,-,2.40,2625,1660.00,-,-,-,-,-,-,-,-,-,-,1301.8
