,name,curprice,pcr,resistance,support,CallChngInLTP,PutChngInLTP,CoiMaxAdd,CoiMaxExit,callprob,putprob
203,BANKNIFTY_01-01-2019_13:00.csv,27064.85,0.8210715393864174,"27500.0,27300.0,27200.0,27400.0,","27000.0,26900.0,26800.0,26500.0,","-141.29,-91.08,-72.75,-111.69,","21.61,18.92,13.48,-17.27,","27200.0,27300.0,27000.0,26800.0,","28100.0,27800.0,26500.0,26200.0,","64.29,57.73,54.42,61.02,","52.49,56.17,59.72,68.37,"
204,BANKNIFTY_01-01-2019_13:30.csv,27082.25,0.8160796681454722,"27500.0,27300.0,27200.0,27400.0,","27000.0,26900.0,26800.0,26500.0,","-140.35,-88.85,-70.49,-111.45,","18.39,14.23,7.17,-34.38,","27200.0,27300.0,27000.0,26800.0,","28100.0,27800.0,26500.0,26200.0,","64.38,57.55,54.11,61.0,","53.0,56.58,60.11,68.82,"
205,BANKNIFTY_01-01-2019_14:00.csv,27066.0,0.7889795308675288,"27500.0,27300.0,27200.0,27400.0,","27000.0,26700.0,26900.0,26500.0,","-196.39,-121.45,-96.54,-156.88,","26.24,5.23,22.85,-29.65,","27200.0,27300.0,26700.0,27100.0,","28100.0,27800.0,26500.0,27300.0,","65.09,58.19,54.7,61.68,","52.49,63.31,56.2,68.97,"
206,BANKNIFTY_01-01-2019_14:30.csv,27138.15,0.8024114739020465,"27500.0,27300.0,27200.0,27400.0,","27000.0,26700.0,26900.0,26500.0,","-114.81,-65.14,-52.62,-87.98,","-4.52,-61.92,-15.85,-116.81,","27200.0,27300.0,27000.0,26700.0,","28100.0,27800.0,26500.0,26200.0,","63.33,56.09,52.35,59.77,","54.89,65.38,58.41,70.72,"
207,BANKNIFTY_01-01-2019_15:00.csv,27350.95,0.9933198346504832,"27500.0,27600.0,27400.0,28000.0,","27000.0,27200.0,27100.0,26500.0,","28.27,28.38,27.88,26.42,","-201.36,-130.55,-167.44,-174.47,","27600.0,27500.0,27100.0,27000.0,","28100.0,28300.0,26200.0,26700.0,","55.0,58.48,51.64,71.34,","63.45,56.21,59.99,73.72,"
208,BANKNIFTY_01-01-2019_15:32.csv,27412.55,1.118779466093704,"27500.0,28000.0,27700.0,27600.0,","27000.0,27200.0,27100.0,26500.0,","37.19,29.73,32.69,38.15,","-287.25,-206.93,-265.5,-203.53,","27700.0,28000.0,27100.0,27200.0,","27300.0,27400.0,26200.0,26700.0,","53.34,71.64,61.33,57.25,","64.83,58.48,62.03,73.6,"
209,BANKNIFTY_02-01-2019_09:00.csv,27392.4,1.134301988123561,"27500.0,28000.0,27700.0,27800.0,","27000.0,27200.0,27100.0,26500.0,","nan,nan,nan,nan,","nan,nan,nan,nan,","23700.0,23800.0,23700.0,23800.0,","23700.0,26600.0,23700.0,26600.0,","53.97,71.93,61.92,65.75,","64.42,57.8,61.48,73.51,"
210,BANKNIFTY_02-01-2019_09:30.csv,27346.2,1.1115103176602616,"27500.0,28000.0,27700.0,27400.0,","27000.0,27200.0,27100.0,26500.0,","-35.61,-75.86,-66.15,-27.89,","15.3,15.95,17.02,-17.5,","27500.0,27300.0,27000.0,27300.0,","27900.0,28100.0,26500.0,26600.0,","54.51,67.77,60.62,51.59,","59.15,54.1,56.75,67.25,"
211,BANKNIFTY_02-01-2019_10:00.csv,27312.95,1.0527841769654698,"27500.0,27600.0,27700.0,27400.0,","27000.0,27200.0,27100.0,26500.0,","-67.6,-86.4,-102.54,-54.69,","24.33,21.88,23.15,-9.3,","27500.0,27300.0,27000.0,27300.0,","27900.0,27000.0,26000.0,25800.0,","55.56,58.63,61.6,52.64,","58.43,53.29,56.03,66.88,"
212,BANKNIFTY_02-01-2019_10:30.csv,27366.9,1.1393175931951167,"27500.0,28000.0,27600.0,27700.0,","27000.0,27200.0,27300.0,27100.0,","-15.85,-39.73,-24.06,-32.37,","2.78,-5.42,-9.02,-2.76,","27500.0,27600.0,27000.0,27300.0,","27900.0,27000.0,26000.0,26400.0,","53.82,67.2,56.81,59.86,","59.77,54.99,52.09,57.58,"
