,name,curprice,pcr,resistance,support,CallChngInLTP,PutChngInLTP,CoiMaxAdd,CoiMaxExit,callprob,putprob
219,GRASIM_22-05-2019_10:15.csv,857.45,0.47011144883485295,"900.0,860.0,980.0,1000.0,","820.0,800.0,840.0,780.0,","9.67,5.88,nan,nan,","20.45,2.56,21.32,nan,","900.0,920.0,860.0,850.0,","880.0,520.0,820.0,800.0,","70.27,51.15,100.0,100.0,","72.1,82.38,60.21,100.0,"
220,GRASIM_22-05-2019_10:31.csv,858.95,0.4661957618567104,"900.0,860.0,980.0,880.0,","820.0,800.0,840.0,780.0,","11.44,5.88,nan,4.46,","20.45,26.92,27.95,nan,","900.0,920.0,860.0,850.0,","520.0,1070.0,820.0,800.0,","70.06,50.5,100.0,61.02,","72.1,79.62,59.96,100.0,"
221,GRASIM_22-05-2019_10:48.csv,862.0,0.4661957618567104,"900.0,980.0,880.0,1000.0,","820.0,800.0,860.0,840.0,","17.63,nan,12.1,-14.29,","20.45,26.92,8.82,27.95,","900.0,920.0,860.0,850.0,","520.0,930.0,820.0,800.0,","68.94,100.0,59.49,95.61,","73.49,80.68,51.08,61.44,"
222,GRASIM_22-05-2019_11:00.csv,862.95,0.4677419354838709,"900.0,980.0,880.0,1000.0,","820.0,800.0,860.0,840.0,","17.63,nan,12.1,-14.29,","20.45,26.92,8.82,17.17,","900.0,920.0,790.0,850.0,","520.0,820.0,820.0,800.0,","68.36,100.0,58.92,95.88,","73.07,80.21,51.59,62.37,"
223,GRASIM_22-05-2019_11:15.csv,856.9,0.4663316582914573,"900.0,860.0,980.0,880.0,","820.0,800.0,840.0,850.0,","15.31,0.62,nan,8.54,","20.45,26.92,17.17,27.13,","900.0,920.0,790.0,850.0,","520.0,820.0,820.0,800.0,","70.36,51.53,100.0,61.58,","71.25,78.99,59.92,54.06,"
224,GRASIM_22-05-2019_11:30.csv,860.15,0.4631474103585657,"900.0,980.0,880.0,1000.0,","820.0,800.0,860.0,840.0,","15.05,nan,7.5,11.11,","39.66,26.92,21.02,17.17,","900.0,920.0,790.0,850.0,","520.0,820.0,800.0,950.0,","68.45,100.0,59.66,94.65,","73.47,80.8,50.09,62.17,"
225,GRASIM_22-05-2019_11:45.csv,860.05,0.4603960396039604,"900.0,980.0,1000.0,880.0,","820.0,800.0,860.0,840.0,","24.72,nan,11.11,18.6,","39.66,26.92,21.02,28.98,","900.0,860.0,790.0,850.0,","880.0,520.0,800.0,950.0,","68.01,100.0,95.16,59.57,","69.6,79.71,50.02,61.35,"
226,GRASIM_22-05-2019_12:00.csv,860.0,0.4627606752730884,"900.0,860.0,980.0,1000.0,","820.0,800.0,840.0,850.0,","24.72,-11.69,nan,11.11,","31.37,26.92,28.98,25.54,","900.0,860.0,790.0,860.0,","880.0,520.0,800.0,950.0,","68.27,50.0,100.0,95.18,","69.57,79.68,60.19,55.12,"
227,GRASIM_22-05-2019_12:15.csv,860.65,0.4630738522954092,"900.0,980.0,1000.0,880.0,","820.0,800.0,860.0,840.0,","15.31,nan,11.11,9.35,","31.37,26.92,21.02,28.98,","900.0,860.0,790.0,860.0,","880.0,890.0,800.0,850.0,","69.21,100.0,95.11,60.0,","71.08,79.88,50.32,60.48,"
228,GRASIM_22-05-2019_12:30.csv,860.2,0.4668705402650357,"900.0,980.0,1000.0,880.0,","820.0,800.0,860.0,840.0,","15.31,nan,11.11,9.35,","31.37,26.92,16.22,25.25,","900.0,860.0,790.0,820.0,","880.0,890.0,850.0,840.0,","69.35,100.0,95.14,60.18,","70.93,79.78,50.1,60.67,"
229,GRASIM_22-05-2019_12:45.csv,862.95,0.4734693877551021,"900.0,980.0,1000.0,880.0,","820.0,860.0,800.0,840.0,","13.97,nan,11.11,9.35,","34.7,16.22,26.92,25.25,","900.0,860.0,860.0,790.0,","880.0,890.0,850.0,800.0,","68.3,100.0,94.81,58.82,","72.12,51.52,80.73,62.01,"
230,GRASIM_22-05-2019_13:00.csv,861.5,0.4624624624624625,"900.0,980.0,1000.0,880.0,","820.0,800.0,860.0,840.0,","22.13,nan,11.11,21.73,","34.7,26.92,9.82,20.48,","900.0,860.0,860.0,790.0,","880.0,920.0,850.0,840.0,","68.22,100.0,95.13,58.69,","70.73,79.94,50.81,61.59,"
231,GRASIM_22-05-2019_13:17.csv,863.0,0.4619238476953908,"900.0,980.0,1000.0,880.0,","820.0,800.0,860.0,840.0,","19.82,nan,11.11,13.22,","35.66,26.92,9.82,20.48,","900.0,860.0,860.0,790.0,","880.0,920.0,850.0,840.0,","67.4,100.0,94.69,58.39,","71.7,80.98,51.69,62.72,"
232,GRASIM_22-05-2019_13:30.csv,859.75,0.4637826961770624,"900.0,860.0,980.0,1000.0,","820.0,800.0,840.0,780.0,","20.53,5.88,nan,11.11,","35.66,26.92,20.48,nan,","900.0,860.0,860.0,790.0,","920.0,880.0,850.0,840.0,","68.68,50.12,100.0,95.08,","100.0,100.0,61.05,100.0,"
233,GRASIM_22-05-2019_13:45.csv,858.15,0.4685598377281947,"900.0,860.0,980.0,1000.0,","820.0,800.0,840.0,780.0,","15.84,0.31,nan,11.11,","35.66,26.92,20.48,nan,","900.0,860.0,860.0,790.0,","880.0,920.0,850.0,840.0,","69.07,50.86,100.0,95.12,","69.89,79.58,60.4,100.0,"
234,GRASIM_22-05-2019_14:05.csv,860.45,0.4695740365111562,"900.0,980.0,1000.0,880.0,","820.0,800.0,860.0,840.0,","15.84,nan,11.11,13.4,","35.66,40.31,15.93,20.48,","900.0,860.0,860.0,790.0,","880.0,920.0,850.0,840.0,","69.29,100.0,95.17,59.83,","70.3,77.86,50.23,61.18,"
235,GRASIM_22-05-2019_14:15.csv,859.95,0.46579476861167,"900.0,860.0,980.0,1000.0,","820.0,800.0,840.0,780.0,","20.76,0.31,nan,11.11,","35.66,40.31,20.48,nan,","900.0,860.0,860.0,790.0,","880.0,920.0,850.0,840.0,","69.61,50.03,100.0,95.28,","70.0,77.59,60.85,100.0,"
236,GRASIM_22-05-2019_14:30.csv,854.4,0.483402489626556,"900.0,860.0,980.0,1000.0,","820.0,800.0,840.0,780.0,","8.75,0.0,nan,11.11,","36.59,40.31,26.72,nan,","900.0,860.0,860.0,790.0,","880.0,920.0,850.0,840.0,","72.91,52.78,100.0,95.63,","68.04,76.12,57.79,100.0,"
237,GRASIM_22-05-2019_14:45.csv,854.2,0.484472049689441,"900.0,860.0,980.0,1000.0,","820.0,800.0,840.0,780.0,","-3.44,-11.5,nan,11.11,","36.59,40.31,26.72,nan,","900.0,860.0,860.0,790.0,","920.0,880.0,850.0,840.0,","73.41,53.12,100.0,95.49,","68.11,76.37,57.85,100.0,"
238,GRASIM_22-05-2019_15:00.csv,850.95,0.4717741935483871,"900.0,860.0,980.0,880.0,","820.0,800.0,840.0,780.0,","-10.61,-19.85,nan,-14.97,","45.31,44.66,26.72,nan,","900.0,860.0,860.0,790.0,","920.0,910.0,850.0,840.0,","74.52,54.99,100.0,65.11,","67.24,75.85,56.43,100.0,"
239,GRASIM_22-05-2019_15:15.csv,858.45,0.4718100890207715,"900.0,860.0,980.0,880.0,","820.0,800.0,840.0,780.0,","2.17,-18.52,nan,3.1,","35.66,42.42,34.0,nan,","900.0,860.0,860.0,820.0,","890.0,920.0,850.0,840.0,","71.5,50.86,100.0,61.57,","69.73,77.65,59.55,100.0,"
240,GRASIM_22-05-2019_15:30.csv,862.0,0.47200000000000003,"900.0,980.0,880.0,1000.0,","820.0,860.0,800.0,840.0,","5.24,nan,10.15,11.11,","34.21,12.98,29.19,22.74,","900.0,860.0,820.0,860.0,","910.0,920.0,850.0,840.0,","69.29,100.0,59.58,94.94,","71.26,51.05,78.12,61.42,"
241,GRASIM_22-05-2019_15:45.csv,860.9,0.472,"900.0,980.0,880.0,1000.0,","820.0,860.0,800.0,840.0,","5.24,nan,10.15,11.11,","34.21,12.98,29.19,22.74,","900.0,860.0,820.0,860.0,","890.0,910.0,850.0,840.0,","70.12,100.0,59.74,95.03,","70.87,50.49,79.79,61.3,"
