,CallOI,CallChnginOI,CallVolume,CallIV,CallLTP,CallNetChng,CallBidQty,CallBidPrice,CallAskPrice,CallAskQty,StrikePrice,PutBidQty,PutBidPrice,PutAskPrice,PutAskQty,PutNetChng,PutLTP,PutIV,PutVolume,PutChnginOI,PutOI
20,1441580,434980,457840,-,1.80,-19.45,320,1.80,1.85,4360,29000.00,20,406.70,409.65,100,27.15,408.40,-,16464,-38080,80300
21,797780,196440,487581,-,0.80,-11.85,114640,0.75,0.80,40200,29100.00,20,507.40,511.10,20,39.85,514.40,-,2509,-12860,12980
22,938100,202500,792103,-,0.45,-8.05,581300,0.45,0.50,186620,29200.00,20,603.10,608.05,40,57.55,614.45,-,2335,-4500,22180
23,448480,-6200,80798,-,0.35,-5.60,16200,0.30,0.35,8260,29300.00,20,701.95,715.35,40,26.55,710.00,-,417,-1600,5820
24,240280,-65820,35412,-,0.30,-4.20,7280,0.25,0.30,2740,29400.00,100,805.40,819.90,20,18.45,803.00,-,242,-2840,2200
25,543060,-40180,48383,-,0.25,-3.55,1040,0.25,0.30,4740,29500.00,20,902.60,910.35,60,29.85,915.00,-,1946,2760,32600
26,218280,20600,12944,-,0.20,-2.75,1300,0.20,0.25,2320,29600.00,40,1004.45,1014.45,40,60.15,1012.25,-,79,-740,3680
27,170320,-11560,7716,-,0.20,-2.15,5000,0.20,0.25,2180,29700.00,20,1105.95,1119.95,60,28.15,1119.95,-,210,-1040,2520
28,167940,-12600,6298,-,0.20,-1.90,2000,0.20,0.25,140,29800.00,360,1199.10,1224.65,160,33.50,1222.60,-,98,-660,3480
29,66560,-6760,1592,-,0.25,-1.55,320,0.20,0.25,2480,29900.00,100,1298.10,1327.15,20,27.40,1318.30,-,84,-980,660
30,395660,-360,9718,-,0.10,-1.60,14440,0.10,0.20,4320,30000.00,40,1401.25,1411.25,20,49.75,1416.55,-,648,620,19540
31,31600,-1000,1453,-,0.15,-1.35,920,0.15,0.20,1400,30100.00,80,1496.05,1521.70,20,209.35,1528.15,-,12,-160,180
32,61980,8100,1493,-,0.15,-1.40,4020,0.15,0.20,1100,30200.00,140,1601.35,1622.15,20,215.70,1625.70,-,7,-100,280
33,44700,-380,1855,-,0.20,-1.25,1240,0.15,0.20,2000,30300.00,20,1701.60,1714.85,60,14.65,1680.00,-,56,-40,1140
34,28320,-740,1357,-,0.15,-1.30,600,0.15,0.20,2080,30400.00,20,1792.00,1815.15,40,123.40,1797.20,-,1,-,120
35,159580,-5400,2554,-,0.15,-1.15,8440,0.10,0.15,340,30500.00,60,1904.30,1916.20,20,117.50,1923.55,-,20,-180,3180
36,12200,-700,92,-,0.10,-1.15,560,0.10,0.20,220,30600.00,20,1946.60,2075.85,20,-,-,-,-,-,-
37,12440,5360,284,-,0.25,-0.70,1400,0.10,0.20,400,30700.00,20,2046.60,2175.85,20,-,-,-,-,-,-
38,5940,-120,106,-,0.15,-1.05,320,0.10,0.15,380,30800.00,20,2146.60,2275.85,20,-,-,-,-,-,-
39,3100,1960,98,-,0.25,-0.35,200,0.10,0.20,200,30900.00,20,2246.60,2376.35,20,-,-,-,-,-,-
40,67240,-120,187,-,0.05,-0.35,5960,0.05,0.10,800,31000.00,20,2398.70,2422.05,20,14.40,2414.40,-,8,-80,660
41,2480,2460,125,-,0.25,-0.45,-,-,0.20,20,31100.00,100,2443.10,2581.35,200,-,-,-,-,-,-
42,20,-,-,-,-,-,20,0.05,0.25,4800,31200.00,100,2543.10,2681.35,200,-,-,-,-,-,-
43,20,20,274,-,0.15,-0.45,20,0.10,0.20,20,31300.00,100,2643.10,2781.35,200,-,-,-,-,-,-
44,-,-,185,-,0.05,-351.85,-,-,0.15,20,31400.00,100,2743.75,2881.35,200,-,-,-,-,-,-
45,7860,-40,142,-,0.10,-0.30,200,0.05,0.20,4000,31500.00,20,2846.70,2977.50,20,-,-,-,-,-,-
46,1140,580,278,-,0.10,-0.25,580,0.05,0.10,60,31600.00,20,2943.05,3078.60,20,-,-,-,-,-,-
47,80,-,342,-,0.05,-0.15,-,-,0.15,20,31700.00,20,3042.05,3179.60,20,-,-,-,-,-,-
48,2740,220,155,-,0.05,-0.15,-,-,0.10,660,31800.00,100,3142.05,3280.35,20,-,-,-,-,-,-
49,2440,-20,1054,-,0.10,-0.35,2020,0.05,0.15,20,31900.00,100,3242.05,3370.80,20,-,-,-,-,-,-
50,17280,-400,23,-,0.05,-0.20,-,-,0.05,7260,32000.00,20,3383.05,3419.35,20,-,-,-,-,-,60
51,4100,2020,308,-,0.05,-0.20,-,-,0.15,2020,32100.00,20,3446.20,3581.30,20,-,-,-,-,-,-
