,CallOI,CallChnginOI,CallVolume,CallIV,CallLTP,CallNetChng,CallBidQty,CallBidPrice,CallAskPrice,CallAskQty,StrikePrice,PutBidQty,PutBidPrice,PutAskPrice,PutAskQty,PutNetChng,PutLTP,PutIV,PutVolume,PutChnginOI,PutOI
30,381920,-14100,11328,-,0.15,-1.55,3520,0.15,0.20,10300,30000.00,40,1410.75,1419.85,20,51.20,1418.00,-,691,-7020,11900
31,30780,-1820,1620,-,0.20,-1.30,5580,0.10,0.20,1380,30100.00,80,1505.45,1527.40,20,209.35,1528.15,-,12,-160,180
32,60140,6260,1596,-,0.15,-1.40,480,0.15,0.20,1940,30200.00,40,1610.40,1627.90,40,228.20,1638.20,-,8,-120,260
33,44700,-380,1865,-,0.15,-1.30,1040,0.15,0.20,2020,30300.00,20,1709.20,1719.05,60,14.65,1680.00,-,56,-40,1140
34,28300,-760,1375,-,0.20,-1.25,360,0.15,0.20,1940,30400.00,20,1808.35,1836.10,20,116.20,1790.00,-,8,-60,60
35,159760,-5220,2612,-,0.20,-1.10,2000,0.15,0.20,2320,30500.00,20,1909.20,1929.20,20,112.65,1918.70,-,43,-240,3120
36,12200,-700,92,-,0.10,-1.15,560,0.10,0.20,2540,30600.00,20,1955.85,2093.20,20,-,-,-,-,-,-
37,12440,5360,284,-,0.25,-0.70,800,0.10,0.20,2720,30700.00,20,2053.90,2193.20,20,-,-,-,-,-,-
38,5940,-120,106,-,0.15,-1.05,320,0.10,0.15,200,30800.00,20,2153.90,2293.20,20,-,-,-,-,-,-
39,3100,1960,98,-,0.25,-0.35,200,0.10,0.20,2720,30900.00,20,2254.95,2393.20,20,-,-,-,-,-,-
40,67240,-120,187,-,0.05,-0.35,5960,0.05,0.10,620,31000.00,20,2407.30,2427.30,20,14.40,2414.40,-,8,-80,660
41,2480,2460,125,-,0.25,-0.45,-,-,0.20,2520,31100.00,140,2454.55,2593.25,200,-,-,-,-,-,-
42,20,-,-,-,-,-,20,0.05,0.20,2500,31200.00,140,2554.55,2693.25,200,-,-,-,-,-,-
43,20,20,274,-,0.15,-0.45,20,0.10,0.20,40,31300.00,140,2654.55,2793.25,200,-,-,-,-,-,-
44,-,-,185,-,0.05,-351.85,-,-,0.15,20,31400.00,140,2754.55,2893.25,200,-,-,-,-,-,-
45,7860,-40,142,-,0.10,-0.30,200,0.05,0.20,4000,31500.00,20,2854.95,2993.25,200,-,-,-,-,-,-
46,1140,580,278,-,0.10,-0.25,580,0.05,0.10,60,31600.00,20,2954.95,3093.20,20,-,-,-,-,-,-
47,80,-,342,-,0.05,-0.15,-,-,0.15,20,31700.00,20,3054.95,3193.20,20,-,-,-,-,-,-
48,2560,40,155,-,0.05,-0.15,-,-,0.10,660,31800.00,20,3154.95,3293.20,20,-,-,-,-,-,-
49,2420,-40,1154,-,0.05,-0.40,40,0.05,0.15,40,31900.00,20,3254.95,3383.20,20,-,-,-,-,-,-
50,17280,-400,73,-,0.05,-0.20,-,-,0.05,6260,32000.00,20,3393.20,3428.70,20,-,-,-,-,-,60
51,4100,2020,308,-,0.05,-0.20,-,-,0.15,2020,32100.00,20,3454.95,3593.25,200,-,-,-,-,-,-
