,CallOI,CallChnginOI,CallVolume,CallIV,CallLTP,CallNetChng,CallBidQty,CallBidPrice,CallAskPrice,CallAskQty,StrikePrice,PutBidQty,PutBidPrice,PutAskPrice,PutAskQty,PutNetChng,PutLTP,PutIV,PutVolume,PutChnginOI,PutOI
0,-,-,-,-,-,-,2400,1424.85,1664.60,2400,27000.00,20,0.05,0.35,600,-,-,-,-,-,-
1,100,-180,12,-,1470.30,-242.50,20,1444.15,1481.80,20,27100.00,3740,0.05,0.20,760,-0.60,0.20,-,89,1040,2060
2,-,-,-,-,-,-,200,1279.15,1452.10,200,27200.00,-,-,0.30,20,-0.80,0.05,-,10,-,280
3,40,-40,6,-,1280.00,-370.00,20,1235.60,1266.90,20,27300.00,1460,0.05,0.10,1620,-1.40,0.05,-,1567,-10740,50880
4,-,-,-,-,-,-,20,1136.25,1176.45,20,27400.00,320,0.05,0.15,100,-2.00,0.10,-,703,-620,12220
5,40,-,2,-,1080.00,-259.80,20,1036.00,1076.50,20,27500.00,260,0.10,0.20,1840,-2.75,0.20,-,7257,-35280,104220
6,-,-,-,-,-,-,20,935.90,976.55,20,27600.00,3120,0.05,0.10,380,-3.25,0.05,-,1959,1260,30980
7,40,-,1,-,885.40,-245.85,20,835.60,863.55,20,27700.00,15060,0.05,0.10,880,-3.85,0.05,-,3273,9280,25600
8,160,-,2,-,761.95,-270.25,20,745.65,776.95,20,27800.00,12700,0.10,0.15,2220,-4.70,0.10,-,7601,18220,56880
9,60,-120,9,-,626.25,-310.75,40,636.30,675.20,60,27900.00,2940,0.20,0.25,560,-6.15,0.20,-,25326,5220,84180
10,10720,3020,1041,-,548.45,-57.90,40,551.20,560.20,100,28000.00,124220,0.45,0.50,9680,-8.45,0.45,-,243784,168940,477300
11,2060,2000,330,-,445.00,-5.00,40,448.95,460.25,40,28100.00,1020,0.95,1.00,6020,-11.35,0.95,-,174610,322940,479680
12,6240,4620,3632,-,365.30,-44.70,40,349.75,357.15,80,28200.00,1180,2.30,2.40,1240,-17.50,2.35,-,331277,555320,754160
13,18460,15760,9373,-,263.10,-75.70,140,258.45,261.45,40,28300.00,1580,7.90,8.05,180,-22.75,8.00,-,527453,715080,947260
14,66520,59980,59228,-,173.05,-72.10,40,173.65,175.35,40,28400.00,260,22.70,23.00,500,-25.35,22.80,-,694970,810120,1084840
15,269460,210140,242336,-,108.15,-72.90,20,107.25,108.15,120,28500.00,100,52.00,52.55,540,-21.80,52.20,-,738256,848820,1278440
16,976320,809060,689249,-,56.50,-65.35,40,56.25,56.70,20,28600.00,40,97.25,98.15,80,-11.65,97.95,-,506889,521100,727400
17,1370580,1093500,834269,-,25.35,-56.90,120,25.05,25.35,40,28700.00,20,158.30,159.45,40,4.50,159.95,-,193507,108960,257620
18,1806460,1336700,912142,-,9.40,-43.45,20,9.45,9.55,780,28800.00,100,234.95,236.85,20,20.20,236.70,-,70389,-49940,111700
19,1204400,687520,660783,-,3.15,-29.75,280,3.15,3.20,120,28900.00,100,322.65,325.00,20,37.20,325.00,-,14974,-9260,47280
20,1432400,425800,518776,-,1.05,-20.20,360,1.05,1.10,6940,29000.00,40,415.40,418.20,20,35.75,417.00,-,19024,-40160,78220
21,763420,162080,583803,-,0.35,-12.30,209700,0.35,0.40,109580,29100.00,80,515.60,518.75,20,41.85,516.40,-,2681,-13020,12820
22,735800,200,925267,-,0.30,-8.20,106720,0.25,0.30,24880,29200.00,80,613.30,617.50,160,65.60,622.50,-,2480,-4780,21900
23,420540,-34140,84856,-,0.20,-5.75,11140,0.20,0.25,11640,29300.00,20,712.85,720.00,20,36.55,720.00,-,467,-1780,5640
24,236820,-69280,37212,-,0.15,-4.35,10040,0.15,0.25,4400,29400.00,20,811.35,825.20,80,31.60,816.15,-,256,-2980,2060
25,529060,-54180,50607,-,0.20,-3.60,39820,0.15,0.20,6720,29500.00,40,914.35,922.70,20,28.20,913.35,-,1998,-17880,11960
26,215300,17620,13444,-,0.20,-2.75,9740,0.15,0.20,4140,29600.00,20,1011.05,1021.20,40,53.60,1005.70,-,88,-760,3660
27,167700,-14180,8163,-,0.20,-2.15,3440,0.15,0.20,2320,29700.00,80,1110.70,1126.45,40,46.40,1138.20,-,213,-1080,2480
28,163840,-16700,6805,-,0.15,-1.95,1180,0.15,0.20,660,29800.00,20,1210.20,1236.30,80,33.50,1222.60,-,98,-660,3480
29,67880,-5440,1673,-,0.15,-1.65,6860,0.10,0.20,880,29900.00,20,1307.25,1333.85,20,44.10,1335.00,-,85,-1000,640
