,CallOI,CallChnginOI,CallVolume,CallIV,CallLTP,CallNetChng,CallBidQty,CallBidPrice,CallAskPrice,CallAskQty,StrikePrice,PutBidQty,PutBidPrice,PutAskPrice,PutAskQty,PutNetChng,PutLTP,PutIV,PutVolume,PutChnginOI,PutOI,CurrentVal
0,-,-,-,-,-,-,6000,93.10,99.05,2400,600.00,1200,0.35,1.55,8400,-,-,-,-,-,-,705.6
1,-,-,-,-,-,-,14400,82.80,89.75,4800,610.00,1200,0.30,2.85,7200,-,-,-,-,-,-,705.6
2,-,-,-,-,-,-,16800,73.75,79.70,7200,620.00,1200,0.80,2.85,22800,0.20,1.60,35.34,4,3600,14400,705.6
3,-,-,-,-,-,-,19200,65.05,69.50,9600,630.00,9600,1.05,2.80,7200,0.90,2.90,37.08,2,2400,9600,705.6
4,-,-,-,-,-,-,2400,57.25,60.10,7200,640.00,2400,2.70,3.30,4800,-0.05,3.20,34.34,17,3600,40800,705.6
5,-,-,-,-,-,-,1200,48.60,51.05,1200,650.00,2400,3.90,4.25,3600,-0.80,4.05,32.90,43,28800,129600,705.6
6,-,-,-,-,-,-,1200,40.90,42.85,2400,660.00,6000,5.90,6.20,2400,-0.75,6.15,33.58,27,12000,93600,705.6
7,1200,-,-,-,-,-,3600,33.25,35.65,1200,670.00,1200,8.55,8.70,2400,-1.15,8.40,33.59,61,16800,112800,705.6
8,19200,1200,8,-,27.10,-1.40,6000,27.10,28.70,2400,680.00,1200,11.80,12.00,2400,-1.40,11.70,34.55,81,10800,162000,705.6
9,26400,3600,26,10.45,21.25,-1.40,6000,21.80,22.55,1200,690.00,1200,15.85,16.15,1200,-1.15,15.95,37.53,59,25200,106800,705.6
10,394800,54000,292,16.97,17.60,-0.60,2400,17.25,17.75,2400,700.00,1200,20.90,21.45,1200,-1.35,21.00,36.66,58,9600,183600,705.6
11,384000,100800,184,19.67,13.95,-0.20,1200,13.60,13.85,2400,710.00,1200,27.20,27.60,2400,0.90,29.40,41.70,11,3600,52800,705.6
12,412800,61200,266,20.80,10.30,-0.60,1200,10.30,10.45,1200,720.00,2400,33.40,34.20,1200,0.65,34.00,40.52,5,1200,67200,705.6
13,430800,63600,213,22.06,7.85,-0.30,3600,7.80,8.00,2400,730.00,2400,40.60,41.60,2400,-,-,-,-,-,16800,705.6
14,355200,81600,209,22.91,5.75,-0.25,3600,5.70,5.95,3600,740.00,2400,48.35,50.05,2400,-,-,-,-,-,20400,705.6
15,301200,31200,66,23.31,4.00,-0.50,2400,4.00,4.30,3600,750.00,4800,56.40,59.10,3600,-,-,-,-,-,18000,705.6
16,373200,45600,67,24.10,2.90,-0.40,1200,2.75,2.90,2400,760.00,1200,65.20,67.15,3600,-,-,-,-,-,27600,705.6
17,15600,-,-,-,-,-,2400,1.80,2.45,1200,770.00,19200,73.35,77.15,2400,-,-,-,-,-,1200,705.6
18,70800,7200,21,25.90,1.60,0.30,2400,1.55,1.60,3600,780.00,19200,81.45,86.50,4800,-,-,-,-,-,19200,705.6
19,-,-,-,-,-,-,4800,0.50,2.80,22800,790.00,7200,91.80,97.40,7200,-,-,-,-,-,-,705.6
20,120000,1200,8,27.59,0.90,-0.15,4800,0.85,1.00,6000,800.00,10800,100.30,105.80,7200,-,-,-,-,-,14400,705.6
21,1200,-,-,-,-,-,1200,0.20,1.40,1200,810.00,7200,111.10,116.70,7200,-,-,-,-,-,16800,705.6
22,1200,-,1,29.89,0.60,-0.20,1200,0.35,1.40,6000,820.00,7200,120.90,126.70,7200,-,-,-,-,-,1200,705.6
23,-,-,-,-,-,-,1200,0.15,1.40,15600,830.00,7200,130.25,135.65,7200,-,-,-,-,-,-,705.6
24,-,-,-,-,-,-,1200,0.15,2.00,18000,840.00,7200,140.10,145.55,7200,-,-,-,-,-,-,705.6
25,2400,-,-,-,-,-,1200,0.15,0.90,1200,850.00,7200,150.15,155.05,7200,-,-,-,-,-,-,705.6
26,-,-,-,-,-,-,1200,0.15,2.50,19200,860.00,7200,159.70,166.10,7200,-,-,-,-,-,1200,705.6
27,4800,-,-,-,-,-,1200,0.10,2.50,19200,870.00,7200,169.60,176.25,7200,-,-,-,-,-,-,705.6
28,2400,-,-,-,-,-,1200,0.10,2.80,19200,880.00,4800,179.65,186.25,4800,-,-,-,-,-,3600,705.6
29,2400,-,-,-,-,-,1200,0.10,2.80,14400,890.00,4800,188.95,195.20,4800,-,-,-,-,-,-,705.6
30,-,-,-,-,-,-,1200,0.10,2.80,12000,900.00,4800,199.40,206.15,4800,-,-,-,-,-,-,705.6
31,-,-,-,-,-,-,1200,0.05,2.80,9600,910.00,4800,209.30,216.10,4800,-,-,-,-,-,-,705.6
32,-,-,-,-,-,-,1200,0.05,2.80,7200,920.00,4800,218.95,226.05,4800,-,-,-,-,-,1200,705.6
33,-,-,-,-,-,-,1200,0.05,-,-,930.00,4800,228.85,235.00,4800,-,-,-,-,-,1200,705.6
34,-,-,-,-,-,-,1200,0.05,-,-,940.00,4800,239.15,244.95,4800,-,-,-,-,-,-,705.6
35,-,-,-,-,-,-,1200,0.05,-,-,950.00,4800,249.45,255.90,4800,-,-,-,-,-,1200,705.6
36,-,-,-,-,-,-,1200,0.05,-,-,960.00,4800,259.00,265.85,4800,-,-,-,-,-,-,705.6
37,-,-,-,-,-,-,1200,0.05,-,-,970.00,7200,268.65,275.85,7200,-,-,-,-,-,7200,705.6
