,CallOI,CallChnginOI,CallVolume,CallIV,CallLTP,CallNetChng,CallBidQty,CallBidPrice,CallAskPrice,CallAskQty,StrikePrice,PutBidQty,PutBidPrice,PutAskPrice,PutAskQty,PutNetChng,PutLTP,PutIV,PutVolume,PutChnginOI,PutOI
0,-,-,-,-,-,-,100,1742.60,1875.55,20,27000.00,80,200.10,209.75,20,196.80,200.00,49.26,317,-,4100
1,-,-,-,-,-,-,2400,1647.15,1838.00,2400,27100.00,20,210.00,248.00,20,190.20,200.00,46.86,1,20,20
2,-,-,-,-,-,-,2400,1567.15,1754.70,2400,27200.00,200,225.05,276.95,100,264.20,277.50,51.67,43,560,560
3,60,60,5,40.64,1500.00,-176.75,40,1497.40,1657.75,2400,27300.00,200,240.05,-,-,21.05,250.00,47.29,74,1060,1080
4,-,-,-,-,-,-,2400,1387.05,1566.00,2400,27400.00,16900,165.00,-,-,-,-,-,-,-,-
5,360,20,7,44.99,1399.00,-161.00,20,1395.45,1434.90,20,27500.00,140,306.45,310.75,260,-22.65,308.10,48.24,2809,18760,28180
6,-,-,-,-,-,-,100,1228.60,1479.75,2400,27600.00,900,305.00,-,-,-,-,-,-,-,-
7,-,-,-,-,-,-,100,1202.80,1377.15,200,27700.00,40,355.60,370.10,80,-30.00,361.35,46.32,124,440,1860
8,-,-,-,-,-,-,100,1133.60,1317.20,200,27800.00,40,386.25,399.35,60,-23.65,393.35,46.93,153,840,1760
9,-,-,-,-,-,-,100,1054.95,1204.30,2400,27900.00,80,417.60,425.55,40,223.90,422.70,47.07,20,280,280
10,980,460,46,44.42,1051.40,-11.10,40,1039.95,1073.55,20,28000.00,80,450.35,453.60,20,-24.55,458.70,46.79,2931,15880,23700
11,500,-,12,42.68,963.65,-196.35,20,973.35,1006.15,20,28100.00,40,483.95,487.20,100,73.90,483.90,46.58,351,2060,2260
12,-,-,1,45.03,939.50,-1240.35,40,910.10,949.05,340,28200.00,20,519.90,523.45,80,345.05,530.00,46.19,224,2080,2080
13,60,60,10,44.88,880.00,-1219.20,20,858.25,897.60,40,28300.00,20,557.85,561.40,100,-31.55,568.10,45.88,788,5600,7960
14,20,20,3,43.59,805.00,-1214.90,20,806.50,839.90,200,28400.00,20,600.00,602.60,20,-34.60,612.30,45.79,670,5080,5880
15,15440,13660,1537,43.79,765.65,-43.95,20,765.65,770.15,20,28500.00,20,643.75,647.50,40,-43.15,648.45,45.46,2530,17660,25520
16,13460,12580,1571,43.48,705.00,-32.80,20,705.25,710.60,20,28600.00,40,685.85,689.85,80,-36.75,694.20,45.23,2283,19560,22820
17,14920,13940,1293,43.23,651.75,-56.15,20,655.25,658.65,20,28700.00,20,731.10,735.75,20,-26.35,744.40,44.80,1085,10960,11720
18,3800,500,758,43.14,602.80,-69.40,20,609.10,611.10,20,28800.00,20,786.95,791.60,60,-26.40,790.00,44.72,193,-140,1860
19,6760,5760,1104,42.98,555.90,-54.90,100,560.35,563.95,20,28900.00,40,828.85,849.75,60,-27.00,827.80,43.10,141,440,940
20,27900,17780,4002,42.68,515.50,-55.75,20,516.25,517.45,20,29000.00,100,893.00,896.65,20,-38.15,902.80,43.54,408,2780,10440
21,4020,3040,580,42.64,472.20,-43.55,120,472.75,476.15,20,29100.00,20,924.45,964.80,20,-,-,-,-,-,-
22,3340,2240,259,42.20,430.90,-44.15,40,430.80,437.60,40,29200.00,400,975.25,1017.25,20,26.35,1026.30,44.18,34,580,1060
23,3360,2560,325,42.51,394.10,-48.05,240,394.65,399.90,20,29300.00,400,1036.80,1080.30,20,571.55,1035.25,40.40,20,200,200
24,2660,2660,300,42.06,359.50,-949.60,60,359.25,364.45,60,29400.00,20,1095.55,1160.40,20,396.65,1097.70,40.01,7,60,120
25,31280,20280,2763,42.03,325.85,-56.30,120,329.00,332.15,20,29500.00,20,1176.50,1200.00,20,-39.20,1209.85,43.00,169,3200,6960
26,960,960,80,41.42,289.35,-897.75,40,294.20,307.15,40,29600.00,20,1236.35,1315.70,60,675.80,1250.00,40.72,21,400,400
27,620,360,23,41.00,257.80,-205.80,60,265.70,277.65,40,29700.00,100,1289.95,1383.65,100,-,-,-,-,-,20
28,440,200,37,41.97,246.05,-42.85,60,242.05,247.65,40,29800.00,100,1356.25,1425.00,20,122.60,1325.00,34.43,4,40,400
29,20,20,2,42.08,224.70,-792.85,20,215.10,223.95,20,29900.00,100,1440.35,1535.35,100,784.20,1485.00,41.31,9,160,160
30,67720,32180,5761,41.16,196.45,-46.60,20,195.30,196.45,80,30000.00,20,1536.65,1570.15,20,149.00,1570.00,40.95,113,1980,5020
31,-,-,-,-,-,-,20,130.00,204.90,200,30100.00,500,1550.00,1735.05,2400,826.70,1621.00,39.09,5,100,100
32,-,-,-,-,-,-,20,122.00,194.90,200,30200.00,2400,1623.95,1800.00,20,-,-,-,-,-,20
33,-,-,-,-,-,-,500,107.10,174.90,300,30300.00,2400,1706.10,1903.90,20,-,-,-,-,-,20
34,20,-,-,-,-,-,-,-,150.00,100,30400.00,2400,1795.80,1997.75,2400,-,-,-,-,-,-
35,8880,5360,614,41.19,113.00,-42.55,40,111.00,112.00,20,30500.00,100,1940.65,2045.20,20,-71.35,1928.65,34.42,6,100,180
36,20,-20,2,41.71,105.20,-48.80,60,93.05,111.60,20,30600.00,2400,1967.40,2175.00,2400,-,-,-,-,-,-
37,220,-,-,-,-,-,-,-,105.00,520,30700.00,2400,2050.95,2261.20,2400,-,-,-,-,-,-
38,60,-,-,-,-,-,-,-,110.00,1000,30800.00,2400,2140.55,2353.40,2400,-,-,-,-,-,-
39,20,-,-,-,-,-,60,63.70,94.95,80,30900.00,2400,2230.10,2447.90,2400,-,-,-,-,-,-
40,27900,6520,1374,41.31,63.75,-35.80,20,62.60,63.65,40,31000.00,20,2347.80,2535.40,20,-,-,-,-,-,-
41,-,-,-,-,-,-,20,54.55,61.75,20,31100.00,2400,2409.05,2648.95,2400,-,-,-,-,-,-
42,100,-20,3,44.62,68.70,-31.25,60,45.00,65.00,80,31200.00,2400,2493.20,2743.40,2400,-,-,-,-,-,-
43,-,-,-,-,-,-,1000,25.00,63.90,40,31300.00,2400,2583.80,2845.65,2400,-,-,-,-,-,-
44,2100,-,-,-,-,-,-,-,58.00,2000,31400.00,2400,2675.35,2949.35,2400,-,-,-,-,-,-
45,12220,2240,638,42.33,37.95,-21.50,20,37.90,38.95,40,31500.00,20,2815.80,3018.30,20,-,-,-,-,-,-
46,80,-,-,-,-,-,-,-,46.00,2000,31600.00,2400,2853.90,3151.95,2400,-,-,-,-,-,-
47,80,-,-,-,-,-,-,-,40.00,920,31700.00,1000,1750.00,3536.25,2460,-,-,-,-,-,-
48,-,-,-,-,-,-,33060,3.05,-,-,31800.00,1000,1850.00,3636.45,2460,-,-,-,-,-,-
49,-,-,-,-,-,-,35560,3.05,-,-,31900.00,2460,1950.05,3748.85,2460,-,-,-,-,-,-
50,31540,-5960,960,43.84,24.00,-16.80,100,24.00,24.40,40,32000.00,100,3307.30,3452.05,100,715.40,3504.80,64.74,3,-,60
51,3480,2120,219,44.16,22.00,-10.60,140,22.00,23.85,40,32100.00,2460,3243.35,3949.45,2460,-,-,-,-,-,-
